log_message,target_label
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/0cc510c9502c8cee3d7cc2cb294e423f, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/0cc510c9502c8cee3d7cc2cb294e423f, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/3fe64c1e6de93a232ce6f39121cf8b70, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/3fe64c1e6de93a232ce6f39121cf8b70, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/a10757d69c8ababfcc4c5f86d3fe2625, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/a10757d69c8ababfcc4c5f86d3fe2625, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/fabd92f76de140fe1901e84073f68196, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/fabd92f76de140fe1901e84073f68196, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/a03a94b017502478ed83dda5a5c9f453, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/a03a94b017502478ed83dda5a5c9f453, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLT9_DevIndex24, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_1C/PCIeFunctions/DevType3_RP05_DevIndex33, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_B0_00/PCIeFunctions/DevType3_DMMY_DevIndex48, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/fe49888515d0048696b8315028d8bce7, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/fe49888515d0048696b8315028d8bce7, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/Systems/1/NetworkInterfaces, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/Systems/1/NetworkInterfaces, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/Systems/1/Memory/3, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/Systems/1/Memory/3, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_DMMY_DevIndex28, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/b9b637cdbf7dd42a8e518541e2f9ea81, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/b9b637cdbf7dd42a8e518541e2f9ea81, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_02/PCIeFunctions/DevType3_NRP0_DevIndex2A, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLT1_DevIndex0, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_C9_04/PCIeFunctions/DevType3_QR4C_DevIndex4E, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_C9_04/PCIeFunctions/DevType3_QR4C_DevIndex4E, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/674e8f3a60a779c3c3579354a2f1dcde, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/674e8f3a60a779c3c3579354a2f1dcde, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_11/PCIeFunctions/DevType3_MRO0_DevIndex2B, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/1e8131bccc73e23ec83d853aeeff6866, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/1e8131bccc73e23ec83d853aeeff6866, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/2420c7a485101fe7e2d5e4ac0a62f595, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/2420c7a485101fe7e2d5e4ac0a62f595, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLTB_DevIndex26, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLT14_DevIndex13, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/d22ccb96fc4ae74c16e569083d54a6a3, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/d22ccb96fc4ae74c16e569083d54a6a3, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_02_00/PCIeFunctions/DevType3_VB00_DevIndex35, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_16/PCIeFunctions/DevType3_HEC3_DevIndex31, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLTF_DevIndexE, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLTF_DevIndexE, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Systems/1/Memory/3, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/LogServices, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Systems/1/EthernetInterfaces, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/Systems/1/EthernetInterfaces, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_4A_02/PCIeFunctions/DevType3_BR4A_DevIndex40, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/c75e998b4d0c606d80a8111e294b03a7, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/c75e998b4d0c606d80a8111e294b03a7, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/2ed45239870614075f83fec0828ef7c9, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/2ed45239870614075f83fec0828ef7c9, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/bfb3faba3e289af898f51a517abfd631, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/bfb3faba3e289af898f51a517abfd631, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/49d00e07d78c985e0e0a2ffcbe1f9bd4, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/49d00e07d78c985e0e0a2ffcbe1f9bd4, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/9c0caf3c44509802f45a090b4e4fc7eb, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/9c0caf3c44509802f45a090b4e4fc7eb, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/964896978e302e85b91109ff617978c7, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/964896978e302e85b91109ff617978c7, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/0fb775c2f48987573f9bc82563dd08b6, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/0fb775c2f48987573f9bc82563dd08b6, the service was denied access.""",audit
"""User: in-band-user, IP: 10.16.18.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/2402665a5fb69fae32489f9911a3f094, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/2402665a5fb69fae32489f9911a3f094, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_80_00/PCIeFunctions/DevType3_DMMY_DevIndex44, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_E2_00/PCIeFunctions/DevType3_DMMY_DevIndex4E, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/64bc5ecd173551171a1c51f2687ecb4a, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/64bc5ecd173551171a1c51f2687ecb4a, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/14e78831f6ec52867f661003396de16e, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/14e78831f6ec52867f661003396de16e, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/ede6ae9d66b10d5de2c6d06843d0e4b9, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/ede6ae9d66b10d5de2c6d06843d0e4b9, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLT17_DevIndex16, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/4969ecbeb1d43d45c9e3237961579f42, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/4969ecbeb1d43d45c9e3237961579f42, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/31a186bf963fb1f03723238c8bca8d29, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/31a186bf963fb1f03723238c8bca8d29, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLTE_DevIndexD, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_4B_00/PCIeFunctions/DevType3_SL0D_DevIndex9, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/cb6e7195740a5158a251c63be571059f, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/cb6e7195740a5158a251c63be571059f, the service was denied access.""",audit
"""User: in-band-user, IP: 10.26.2.82, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/ccd17f2fb825c8696a13af04d2237294, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/ccd17f2fb825c8696a13af04d2237294, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_00_00/PCIeFunctions/DevType3_SLT16_DevIndex15, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/SessionService/Sessions/3e11f1ffc94e324a8981841fc6bfe7f7, the service was denied access.""",audit
"""While attempting to establish a connection to /redfish/v1/SessionService/Sessions/3e11f1ffc94e324a8981841fc6bfe7f7, the service was denied access.""",audit
"""User: in-band-user, IP: 10.19.0.99, Protocol: http - While attempting to establish a connection to /redfish/v1/Chassis/1/PCIeDevices/00_B0_02/PCIeFunctions/DevType3_QR2A_DevIndex49, the service was denied access.""",audit
"""Event_Data_1 : 7, Record_Type : system event record, Sensor_Number : 229, Event_Dir : Assertion event, Event_Data_2 : 255, Timestamp : 2025-09-02T01:28:26+00:00, EvM_Rev : IPMI v2.0 Event Messages, Generator_ID : 0x2000, Event_Data_3 : 255, Event_Type : Processor Presence Detected, Record_ID : 394, Sensor_Type : Processor, , Sensor_Name : Processors""",sel
